MgCl2.2H2O 80K NIR reflectance spectra from 0.35-2.5um		
Data from Hanley et al. (2014)		
		
Wavelength (um)	% Reflectance	normalized
0.852	0.303028114	0.962066724
0.853	0.303147858	0.962446894
0.854	0.303326002	0.963012473
0.855	0.303377937	0.963177358
0.856	0.303405442	0.963264682
0.857	0.303458354	0.96343267
0.858	0.303555506	0.963741113
0.859	0.303672746	0.964113331
0.86	0.303770784	0.964424586
0.861	0.303842112	0.96465104
0.862	0.303905969	0.964853775
0.863	0.304023576	0.965227159
0.864	0.304158336	0.965655002
0.865	0.304244993	0.965930124
0.866	0.304242265	0.965921464
0.867	0.304313357	0.966147169
0.868	0.304400436	0.966423631
0.869	0.304475632	0.966662366
0.87	0.304552048	0.966904977
0.871	0.304665613	0.967265527
0.872	0.304757516	0.967557306
0.873	0.304801171	0.967695902
0.874	0.304825717	0.967773833
0.875	0.304850482	0.967852456
0.876	0.304914553	0.968055873
0.877	0.305025654	0.9684086
0.878	0.305135887	0.968758572
0.879	0.3051881	0.968924342
0.88	0.30523331	0.969067877
0.881	0.305312216	0.969318391
0.882	0.305352405	0.969445985
0.883	0.305417781	0.969653542
0.884	0.305521259	0.96998207
0.885	0.305631933	0.970333442
0.886	0.305629433	0.970325505
0.887	0.305666559	0.970443373
0.888	0.30573926	0.970674187
0.889	0.305778095	0.970797481
0.89	0.305824537	0.97094493
0.891	0.305894082	0.971165722
0.892	0.305974715	0.97142172
0.893	0.306032971	0.971606674
0.894	0.306019176	0.971562878
0.895	0.306038542	0.97162436
0.896	0.306108649	0.971846939
0.897	0.306158595	0.972005511
0.898	0.306223884	0.972212792
0.899	0.306276985	0.972381381
0.9	0.306314288	0.972499813
0.901	0.306369349	0.972674621
0.902	0.306466323	0.972982499
0.903	0.306553605	0.973259604
0.904	0.30661221	0.973445668
0.905	0.306693301	0.973703119
0.906	0.306753625	0.973894636
0.907	0.306812445	0.974081381
0.908	0.306885915	0.974314637
0.909	0.306958507	0.974545107
0.91	0.306965307	0.974566695
0.911	0.306973779	0.974593592
0.912	0.307028667	0.974767852
0.913	0.307020773	0.974742789
0.914	0.307065264	0.974884042
0.915	0.307134265	0.975103109
0.916	0.307169352	0.975214504
0.917	0.307158401	0.975179738
0.918	0.3072447	0.975453724
0.919	0.307354541	0.975802451
0.92	0.307377471	0.97587525
0.921	0.307398875	0.975943204
0.922	0.307459176	0.97613465
0.923	0.307481424	0.976205284
0.924	0.307395397	0.975932164
0.925	0.307388183	0.975909259
0.926	0.307412907	0.975987754
0.927	0.30745188	0.976111487
0.928	0.307503623	0.976275763
0.929	0.307560587	0.976456615
0.93	0.30761559	0.976631241
0.931	0.307662721	0.976780874
0.932	0.307703251	0.97690955
0.933	0.307775877	0.977140126
0.934	0.307791227	0.977188861
0.935	0.307752721	0.977066611
0.936	0.307734898	0.977010026
0.937	0.307798657	0.977212451
0.938	0.307853386	0.977386207
0.939	0.30790273	0.977542864
0.94	0.307996258	0.977839801
0.941	0.307956078	0.977712237
0.942	0.307934523	0.977643802
0.943	0.30797565	0.977774375
0.944	0.308020443	0.977916585
0.945	0.308088516	0.978132707
0.946	0.308104154	0.978182355
0.947	0.308079656	0.978104579
0.948	0.308098291	0.978163742
0.949	0.308176941	0.978413441
0.95	0.308195133	0.9784712
0.951	0.308122413	0.978240325
0.952	0.308032855	0.977955991
0.953	0.308075017	0.978089849
0.954	0.30809949	0.978167549
0.955	0.30808545	0.978122973
0.956	0.308121464	0.978237312
0.957	0.308086096	0.978125024
0.958	0.308085811	0.978124119
0.959	0.308123733	0.978244515
0.96	0.30810702	0.978191453
0.961	0.308001372	0.977856037
0.962	0.30796717	0.977747454
0.963	0.308016025	0.977902559
0.964	0.308031548	0.977951843
0.965	0.307974882	0.977771937
0.966	0.307930375	0.977630635
0.967	0.307923216	0.977607904
0.968	0.307916799	0.977587531
0.969	0.307846128	0.977363162
0.97	0.307800623	0.977218692
0.971	0.30778852	0.977180266
0.972	0.307766931	0.977111725
0.973	0.307786592	0.977174146
0.974	0.307744433	0.977040296
0.975	0.307714573	0.976945497
0.976	0.307803959	0.977229282
0.977	0.307732842	0.977003498
0.978	0.307609936	0.976613291
0.979	0.307573704	0.976498258
0.98	0.307690353	0.976868603
0.981	0.307729834	0.976993949
0.982	0.307750471	0.977059466
0.983	0.307760055	0.977089895
0.984	0.307742703	0.977034805
0.985	0.307677159	0.976826714
0.986	0.307688227	0.976861851
0.987	0.307766038	0.97710889
0.988	0.307837313	0.977335178
0.989	0.307823329	0.97729078
0.99	0.307842461	0.977351521
0.991	0.307854718	0.977390435
0.992	0.307843629	0.97735523
0.993	0.307972599	0.97776469
0.994	0.307881527	0.977475549
0.995	0.307924902	0.97761326
0.996	0.308257531	0.978669303
0.997	0.308323188	0.978877753
0.998	0.308366102	0.979013999
0.999	0.308424755	0.979200214
1	0.308450526	0.979282032
1.001	0.308473631	0.979355387
1.002	0.308417139	0.979176034
1.003	0.308336222	0.978919135
1.004	0.308299012	0.978800999
1.005	0.308296093	0.978791731
1.006	0.308330142	0.978899833
1.007	0.308370397	0.979027635
1.008	0.30837698	0.979048534
1.009	0.308379632	0.979056955
1.01	0.308383911	0.979070539
1.011	0.308349136	0.978960135
1.012	0.308348125	0.978956925
1.013	0.308366725	0.979015978
1.014	0.308388758	0.979085927
1.015	0.308420628	0.979187111
1.016	0.308395617	0.979107704
1.017	0.308290231	0.978773121
1.018	0.308219973	0.978550062
1.019	0.308237339	0.978605197
1.02	0.308239607	0.978612396
1.021	0.308310866	0.978838634
1.022	0.308400173	0.97912217
1.023	0.308411672	0.979158677
1.024	0.308335122	0.978915642
1.025	0.308304546	0.978818568
1.026	0.308237475	0.978605629
1.027	0.308238126	0.978607695
1.028	0.308281293	0.978744743
1.029	0.308310906	0.978838759
1.03	0.308397696	0.979114305
1.031	0.308432745	0.979225579
1.032	0.308394181	0.979103144
1.033	0.308332189	0.978906332
1.034	0.308272693	0.978717441
1.035	0.308225371	0.978567199
1.036	0.308193297	0.978465371
1.037	0.308178583	0.978418657
1.038	0.308157587	0.978351997
1.039	0.308131057	0.978267768
1.04	0.308107274	0.978192259
1.041	0.308091053	0.978140761
1.042	0.308075037	0.978089913
1.043	0.308056018	0.978029532
1.044	0.308037039	0.977969276
1.045	0.308026979	0.977937337
1.046	0.308007709	0.977876157
1.047	0.307956393	0.977713236
1.048	0.307905554	0.97755183
1.049	0.307857933	0.977400642
1.05	0.307809917	0.977248198
1.051	0.307790132	0.977185383
1.052	0.307812847	0.977257501
