MgCl2.4H2O 80K NIR reflectance spectra from 0.35-2.5um		
This is the data used to create Figure 2		
		
Wavelength (um)	% Reflectance	normalized
1.154	0.314665116	0.917976267
1.155	0.314734665	0.918179163
1.156	0.314743729	0.918205604
1.157	0.314580314	0.917728873
1.158	0.314274267	0.916836038
1.159	0.313811847	0.915487015
1.16	0.313246793	0.913838575
1.161	0.312481107	0.91160483
1.162	0.311483119	0.908693388
1.163	0.3104094	0.905561017
1.164	0.309139243	0.901855573
1.165	0.30761693	0.89741451
1.166	0.306074635	0.892915154
1.167	0.304425347	0.888103667
1.168	0.302551438	0.882636889
1.169	0.300700172	0.877236171
1.17	0.29884966	0.87183765
1.171	0.296926825	0.86622814
1.172	0.295159942	0.861073591
1.173	0.293365872	0.85583973
1.174	0.291996577	0.851845069
1.175	0.290647615	0.847909727
1.176	0.289779624	0.845377525
1.177	0.289462677	0.844452894
1.178	0.289117569	0.843446105
1.179	0.289028784	0.843187092
1.18	0.289063996	0.843289816
1.181	0.289069401	0.843305584
1.182	0.288962396	0.842993418
1.183	0.288640409	0.842054079
1.184	0.28828263	0.841010329
1.185	0.287718915	0.839365795
1.186	0.286913954	0.837017473
1.187	0.286040879	0.834470443
1.188	0.285024186	0.831504432
1.189	0.283832173	0.828026958
1.19	0.282400703	0.823850914
1.191	0.28069404	0.818872045
1.192	0.278752974	0.81320935
1.193	0.2765686	0.806836849
1.194	0.274094219	0.799618309
1.195	0.271430999	0.791848865
1.196	0.268560308	0.783474165
1.197	0.265432653	0.774349821
