NaCl 80K NIR reflectance spectra from 0.35-2.5�m		
This is the data used to create Figure 1		
		
Wavelength (um	% Reflectance	normalized
1.095	0.275929486	0.913750607
1.096	0.275976676	0.913906879
1.097	0.275995176	0.913968143
1.098	0.275963851	0.91386441
1.099	0.27592875	0.913748172
1.1	0.275975238	0.913902119
1.101	0.276064723	0.91419845
1.102	0.276054164	0.914163485
1.103	0.275963646	0.913863731
1.104	0.275964433	0.913866337
1.105	0.275968661	0.913880339
1.106	0.275944513	0.913800372
1.107	0.275976323	0.913905711
1.108	0.275981266	0.913922082
1.109	0.275929807	0.913751673
1.11	0.275860069	0.913520731
1.111	0.275897716	0.913645402
1.112	0.275960059	0.913851853
1.113	0.275930485	0.913753916
1.114	0.275887794	0.913612546
1.115	0.275839419	0.91345235
1.116	0.275776523	0.913244067
1.117	0.275781267	0.913259775
1.118	0.27578647	0.913277007
1.119	0.275774661	0.913237901
1.12	0.275751723	0.91316194
1.121	0.27575166	0.913161731
1.122	0.275769773	0.913221712
1.123	0.27575677	0.913178655
1.124	0.275723107	0.913067177
1.125	0.275697447	0.912982203
1.126	0.275647382	0.91281641
1.127	0.275636005	0.912778737
1.128	0.275608877	0.9126889
1.129	0.275589927	0.912626148
1.13	0.275550121	0.912494328
1.131	0.275508001	0.912354845
1.132	0.275485134	0.912279121
1.133	0.275442171	0.912136848
1.134	0.275440718	0.912132035
1.135	0.275458906	0.912192265
1.136	0.27542588	0.912082899
1.137	0.275355841	0.911850962
1.138	0.275340089	0.911798798
1.139	0.275328479	0.911760351
1.14	0.275286897	0.911622653
1.141	0.275264307	0.911547845
1.142	0.275250127	0.911500888
1.143	0.275221629	0.911406515
1.144	0.275162065	0.911209266
1.145	0.27515311	0.911179611
1.146	0.275181541	0.911273763
1.147	0.275174675	0.911251024
1.148	0.275144814	0.91115214
1.149	0.27512911	0.911100133
1.15	0.275109696	0.911035845
1.151	0.275092713	0.910979603
1.152	0.275091689	0.910976212
1.153	0.275099338	0.911001544
1.154	0.275100349	0.911004892
1.155	0.275087075	0.910960935
1.156	0.275066651	0.910893299
1.157	0.275034963	0.910788363
1.158	0.274970839	0.910576014
1.159	0.274949312	0.910504727
1.16	0.274935105	0.910457679
1.161	0.274942374	0.910481752
1.162	0.274962419	0.910548132
1.163	0.27494171	0.910479553
1.164	0.274925251	0.910425048
1.165	0.274929609	0.91043948
1.166	0.274905946	0.910361119
1.167	0.27486987	0.910241651
1.168	0.274871354	0.910246566
1.169	0.274879265	0.910272763
1.17	0.274865702	0.91022785
1.171	0.274862514	0.91021729
1.172	0.274854896	0.910192065
1.173	0.27481405	0.910056802
1.174	0.274790134	0.909977604
1.175	0.274789205	0.909974525
1.176	0.274776915	0.909933829
1.177	0.274743378	0.909822769
1.178	0.27473086	0.909781315
1.179	0.274732248	0.90978591
1.18	0.274727974	0.909771758
1.181	0.274727809	0.909771213
1.182	0.274738547	0.909806769
1.183	0.274719744	0.909744503
1.184	0.274710972	0.909715456
1.185	0.274727832	0.909771288
1.186	0.274722344	0.909753113
1.187	0.274707799	0.909704947
1.188	0.27468645	0.909634249
1.189	0.274653759	0.909525992
1.19	0.274636974	0.909470409
1.191	0.274616652	0.909403109
1.192	0.274592037	0.909321598
1.193	0.27458583	0.909301043
1.194	0.274588974	0.909311453
1.195	0.274582952	0.909291513
1.196	0.274592526	0.909323217
1.197	0.274600781	0.909350554
1.198	0.274611441	0.909385854
1.199	0.274601536	0.909353053
1.2	0.274591352	0.909319328
